"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2018-09-01","17.65","19.80","21.00","16.82","2.94B","-12.23%"
"2018-08-01","20.11","19.87","25.83","19.21","4.16B","1.16%"
"2018-07-01","19.88","24.00","24.32","19.08","2.59B","-13.04%"
"2018-06-01","22.86","19.06","24.92","18.92","3.20B","20.44%"
"2018-05-01","18.98","19.57","20.87","18.23","2.33B","-3.11%"
"2018-04-01","19.59","17.08","20.63","16.31","2.86B","10.43%"
"2018-03-01","17.74","23.00","23.24","16.55","2.36B","-22.43%"
"2018-02-01","22.87","23.40","24.00","19.65","1.64B","-3.18%"
"2018-01-01","23.62","20.80","24.03","20.38","1.86B","13.78%"
"2017-12-01","20.76","20.36","23.16","20.00","1.65B","0.83%"
"2017-11-01","20.59","22.15","22.17","19.51","2.23B","-6.83%"
"2017-10-01","22.10","22.83","24.20","21.11","1.85B","-2.81%"
"2017-09-01","22.74","23.74","25.97","22.36","1.67B","-4.17%"
"2017-08-01","23.73","21.53","24.67","20.75","2.05B","10.06%"
"2017-07-01","21.56","24.68","24.76","20.21","2.72B","-10.58%"
"2017-06-01","24.11","22.93","25.80","22.28","2.79B","6.07%"
"2017-05-01","22.73","20.99","22.86","19.38","2.22B","8.55%"
"2017-04-01","20.94","19.13","20.99","18.97","1.75B","12.88%"
"2017-03-01","18.55","16.95","18.80","16.19","1.61B","11.28%"
"2017-02-01","16.67","16.87","19.16","16.13","1.79B","-0.77%"
"2017-01-01","16.80","14.32","17.23","14.06","1.51B","17.89%"
"2016-12-01","14.25","12.55","14.92","12.00","1.32B","12.83%"
"2016-11-01","12.63","13.20","13.29","11.88","1.48B","-4.17%"
"2016-10-01","13.18","14.15","14.38","12.80","1.38B","-3.09%"
"2016-09-01","13.60","13.93","14.07","12.90","1.06B","-3.75%"
"2016-08-01","14.13","15.70","15.78","13.91","934.37M","-9.71%"
"2016-07-01","15.65","13.74","15.69","13.73","1.11B","10.60%"
"2016-06-01","14.15","14.77","16.06","12.52","1.83B","-4.91%"
"2016-05-01","14.88","16.10","16.21","13.58","1.55B","-7.29%"
"2016-04-01","16.05","16.32","17.96","15.55","2.03B","4.77%"
"2016-03-01","15.32","12.95","15.99","12.10","1.54B","19.69%"
"2016-02-01","12.80","12.58","13.30","9.40","2.01B","0.39%"
"2016-01-01","12.75","15.38","15.43","12.16","1.19B","-20.31%"
"2015-12-01","16.00","15.40","16.24","14.32","897.78M","4.23%"
"2015-11-01","15.35","13.93","15.64","13.72","1.18B","11.23%"
"2015-10-01","13.80","16.50","16.66","13.47","1.51B","-16.67%"
"2015-09-01","16.56","16.02","18.10","15.80","1.20B","-0.24%"
"2015-08-01","16.60","17.75","18.07","13.00","1.73B","-6.43%"
"2015-07-01","17.74","18.07","19.11","16.72","1.20B","-0.78%"
"2015-06-01","17.88","16.76","18.09","16.38","982.10M","6.94%"
"2015-05-01","16.72","15.33","16.86","14.68","1.34B","10.95%"
"2015-04-01","15.07","12.58","15.92","12.40","1.48B","19.79%"
"2015-03-01","12.58","13.51","13.75","12.09","1.84B","-7.23%"
"2015-02-01","13.56","13.60","15.03","12.89","1.60B","-0.07%"
"2015-01-01","13.57","14.86","14.88","12.33","1.35B","-8.50%"
"2014-12-01","14.83","16.08","16.16","12.84","1.91B","-9.02%"
"2014-11-01","16.30","16.20","17.33","15.23","1.62B","1.18%"
"2014-10-01","16.11","16.15","17.70","14.49","2.28B","-0.43%"
"2014-09-01","16.18","18.37","19.43","16.01","1.99B","-10.01%"
"2014-08-01","17.98","15.07","18.13","15.07","1.72B","20.75%"
"2014-07-01","14.89","16.16","16.23","14.24","1.62B","-6.94%"
"2014-06-01","16.00","13.82","16.30","13.28","1.85B","15.52%"
"2014-05-01","13.85","13.81","14.58","11.81","2.02B","-0.07%"
"2014-04-01","13.86","13.93","15.72","12.29","2.48B","-0.29%"
"2014-03-01","13.90","15.82","17.33","13.53","2.50B","-14.83%"
"2014-02-01","16.32","12.19","17.67","11.29","3.40B","34.99%"
"2014-01-01","12.09","9.99","12.40","9.11","2.77B","20.54%"
"2013-12-01","10.03","8.42","10.53","8.26","2.97B","18.14%"
"2013-11-01","8.49","10.87","12.10","7.74","4.63B","-20.36%"
"2013-10-01","10.66","12.93","12.95","10.20","3.88B","-17.30%"
"2013-09-01","12.89","11.56","12.97","10.57","2.57B","14.37%"
"2013-08-01","11.27","9.00","11.53","8.82","3.89B","25.92%"
"2013-07-01","8.95","7.29","9.17","6.97","3.44B","25.00%"
"2013-06-01","7.16","6.51","7.35","5.88","2.69B","9.82%"
"2013-05-01","6.52","3.73","7.66","3.53","4.97B","81.11%"
"2013-04-01","3.60","2.82","3.88","2.68","1.22B","42.29%"
"2013-03-01","2.53","2.33","2.63","2.28","444.99M","9.05%"
"2013-02-01","2.32","2.54","2.67","2.25","663.90M","-7.20%"
"2013-01-01","2.50","2.33","2.58","2.14","426.96M","10.62%"
"2012-12-01","2.26","2.26","2.39","2.18","325.74M","0.44%"
"2012-11-01","2.25","1.88","2.29","1.88","356.46M","19.68%"
"2012-10-01","1.88","1.97","2.01","1.79","264.39M","-3.59%"
"2012-09-01","1.95","1.90","2.19","1.82","499.54M","2.63%"
"2012-08-01","1.90","1.87","2.09","1.70","367.23M","3.83%"
"2012-07-01","1.83","2.09","2.40","1.81","488.21M","-12.44%"
"2012-06-01","2.09","1.90","2.30","1.81","391.99M","6.09%"
"2012-05-01","1.97","2.21","2.31","1.79","512.78M","-10.86%"
"2012-04-01","2.21","2.49","2.56","2.07","341.43M","-10.89%"
"2012-03-01","2.48","2.23","2.66","2.17","332.48M","11.21%"
"2012-02-01","2.23","1.94","2.33","1.93","347.96M","14.95%"
"2012-01-01","1.94","1.93","2.00","1.51","384.24M","2.11%"
"2011-12-01","1.90","2.17","2.33","1.74","316.94M","-12.84%"
"2011-11-01","2.18","1.89","2.33","1.87","387.83M","11.22%"
"2011-10-01","1.96","1.66","2.00","1.53","324.95M","20.25%"
"2011-09-01","1.63","1.64","1.80","1.49","270.33M","-1.21%"
"2011-08-01","1.65","1.91","1.95","1.43","408.36M","-12.23%"
"2011-07-01","1.88","1.94","2.03","1.78","316.58M","-3.09%"
"2011-06-01","1.94","2.00","2.10","1.70","596.01M","-3.48%"
"2011-05-01","2.01","1.84","2.02","1.70","455.30M","9.24%"
"2011-04-01","1.84","1.83","1.88","1.61","448.75M","-0.54%"
"2011-03-01","1.85","1.60","1.91","1.45","488.52M","16.35%"
"2011-02-01","1.59","1.62","1.70","1.41","439.76M","-1.24%"
"2011-01-01","1.61","1.79","1.91","1.49","426.45M","-9.55%"
